Date,East,West
2015-01-01,0.13,0.107
2015-01-02,0.21433333333333332,0.19033333333333333
2015-01-03,0.15066666666666667,0.12166666666666667
2015-01-04,0.055,0.058
2015-01-05,0.38166666666666665,0.226
2015-01-06,0.577,0.3313333333333333
2015-01-07,0.6056666666666667,0.336
2015-01-08,0.5503333333333333,0.31966666666666665
2015-01-09,0.442,0.388
2015-01-10,0.12966666666666668,0.12733333333333333
2015-01-11,0.14933333333333335,0.12066666666666667
2015-01-12,0.566,0.324
2015-01-13,0.5856666666666667,0.3363333333333333
2015-01-14,0.539,0.3353333333333333
2015-01-15,0.4043333333333333,0.22833333333333333
2015-01-16,0.43533333333333335,0.2786666666666667
2015-01-17,0.106,0.09133333333333334
2015-01-18,0.083,0.074
2015-01-19,0.3496666666666667,0.311
2015-01-20,0.5293333333333333,0.44633333333333336
2015-01-21,0.534,0.31666666666666665
2015-01-22,0.456,0.27166666666666667
2015-01-23,0.37133333333333335,0.221
2015-01-24,0.21733333333333332,0.17033333333333334
2015-01-25,0.4206666666666667,0.2976666666666667
2015-01-26,0.6793333333333333,0.37366666666666665
2015-01-27,0.5203333333333333,0.334
2015-01-28,0.524,0.46366666666666667
2015-01-29,0.5356666666666666,0.4846666666666667
2015-01-30,0.4543333333333333,0.41633333333333333
2015-01-31,0.221,0.191
2015-02-01,0.13,0.106
2015-02-02,0.38433333333333336,0.25033333333333335
2015-02-03,0.474,0.304
2015-02-04,0.4746666666666667,0.27566666666666667
2015-02-05,0.35533333333333333,0.20933333333333334
2015-02-06,0.318,0.219
2015-02-07,0.113,0.09666666666666666
2015-02-08,0.28,0.22733333333333333
2015-02-09,0.21033333333333334,0.491
2015-02-10,0.392,0.44666666666666666
2015-02-11,0.5646666666666667,0.37133333333333335
2015-02-12,0.5596666666666666,0.3393333333333333
2015-02-13,0.5223333333333333,0.29733333333333334
2015-02-14,0.26466666666666666,0.22366666666666668
2015-02-15,0.33366666666666667,0.2783333333333333
2015-02-16,0.3933333333333333,0.3436666666666667
2015-02-17,0.613,0.36
2015-02-18,0.618,0.3576666666666667
2015-02-19,0.4553333333333333,0.285
2015-02-20,0.17966666666666667,0.49266666666666664
2015-02-21,0.29933333333333334,0.251
2015-02-22,0.32666666666666666,0.28
2015-02-23,0.5916666666666667,0.36866666666666664
2015-02-24,0.5643333333333334,0.45766666666666667
2015-02-25,0.509,0.2896666666666667
2015-02-26,0.4673333333333333,0.2846666666666667
2015-02-27,0.173,0.4063333333333333
2015-02-28,0.363,0.30966666666666665
2015-03-01,0.3343333333333333,0.25633333333333336
2015-03-02,0.22933333333333333,0.6286666666666667
2015-03-03,0.6146666666666667,0.367
2015-03-04,0.477,0.466
2015-03-05,0.5573333333333333,0.359
2015-03-06,0.5886666666666667,0.3453333333333333
2015-03-07,0.4076666666666667,0.3526666666666667
2015-03-08,0.379,0.323
2015-03-09,0.262,0.6823333333333333
2015-03-10,0.25666666666666665,0.695
2015-03-11,0.19033333333333333,0.493
2015-03-12,0.355,0.6163333333333333
2015-03-13,0.613,0.37666666666666665
2015-03-14,0.15766666666666668,0.134
2015-03-15,0.044,0.035666666666666666
2015-03-16,0.22266666666666668,0.652
2015-03-17,0.219,0.5473333333333333
2015-03-18,0.282,0.6756666666666666
2015-03-19,0.55,0.35333333333333333
2015-03-20,0.4036666666666667,0.26766666666666666
2015-03-21,0.24166666666666667,0.218
2015-03-22,0.196,0.15633333333333332
2015-03-23,0.38,0.29633333333333334
2015-03-24,0.459,0.291
2015-03-25,0.4083333333333333,0.27166666666666667
2015-03-26,0.6863333333333334,0.479
2015-03-27,0.5446666666666666,0.4603333333333333
2015-03-28,0.32866666666666666,0.27
2015-03-29,0.2806666666666667,0.18866666666666668
2015-03-30,0.6713333333333333,0.44166666666666665
2015-03-31,0.18766666666666668,0.48633333333333334
2015-04-01,0.24333333333333335,0.5656666666666667
2015-04-02,0.585,0.3576666666666667
2015-04-03,0.44366666666666665,0.4266666666666667
2015-04-04,0.37633333333333335,0.286
2015-04-05,0.31133333333333335,0.265
2015-04-06,0.577,0.408
2015-04-07,0.6,0.416
2015-04-08,0.6923333333333334,0.4246666666666667
2015-04-09,0.6243333333333333,0.599
2015-04-10,0.20833333333333334,0.5313333333333333
2015-04-11,0.23566666666666666,0.18566666666666667
2015-04-12,0.32133333333333336,0.24566666666666667
2015-04-13,0.3883333333333333,0.331
2015-04-14,0.414,0.394
2015-04-15,0.636,0.5963333333333334
2015-04-16,0.6933333333333334,0.6406666666666667
2015-04-17,0.605,0.5463333333333333
2015-04-18,0.44266666666666665,0.3576666666666667
2015-04-19,0.5063333333333333,0.4186666666666667
2015-04-20,0.7806666666666666,0.738
2015-04-21,0.5536666666666666,0.5273333333333333
2015-04-22,0.5746666666666667,0.5423333333333333
2015-04-23,0.4156666666666667,0.4036666666666667
2015-04-24,0.386,0.37266666666666665
2015-04-25,0.292,0.24666666666666667
2015-04-26,0.281,0.241
2015-04-27,0.7083333333333334,0.6716666666666666
2015-04-28,0.4683333333333333,0.44666666666666666
2015-04-29,0.5696666666666667,0.576
2015-04-30,0.598,0.6046666666666667
2015-05-01,0.715,0.693
2015-05-02,0.403,0.3353333333333333
2015-05-03,0.419,0.326
2015-05-04,0.7553333333333333,0.7513333333333333
2015-05-05,0.441,0.42733333333333334
2015-05-06,0.7253333333333334,0.685
2015-05-07,0.8416666666666667,0.797
2015-05-08,0.7493333333333333,0.7346666666666667
2015-05-09,0.47833333333333333,0.43933333333333335
2015-05-10,0.3606666666666667,0.292
2015-05-11,0.6163333333333333,0.609
2015-05-12,0.5923333333333334,0.6253333333333333
2015-05-13,0.4553333333333333,0.447
2015-05-14,0.6443333333333333,0.626
2015-05-15,0.9383333333333334,0.746
2015-05-16,0.296,0.25566666666666665
2015-05-17,0.365,0.30533333333333335
2015-05-18,0.8033333333333333,0.8116666666666666
2015-05-19,0.8093333333333333,0.8146666666666667
2015-05-20,0.7643333333333333,0.7623333333333333
2015-05-21,0.805,0.7843333333333333
2015-05-22,0.6116666666666667,0.611
2015-05-23,0.268,0.25866666666666666
2015-05-24,0.31633333333333336,0.27566666666666667
2015-05-25,0.31,0.269
2015-05-26,0.6966666666666667,0.7213333333333334
2015-05-27,0.8083333333333333,0.782
2015-05-28,0.8606666666666667,0.8533333333333334
2015-05-29,0.7576666666666667,0.7583333333333333
2015-05-30,0.4126666666666667,0.3566666666666667
2015-05-31,0.3933333333333333,0.357
2015-06-01,0.505,0.49133333333333334
2015-06-02,0.49566666666666664,0.5303333333333333
2015-06-03,0.609,0.6103333333333333
2015-06-04,0.7746666666666666,0.771
2015-06-05,0.705,0.7393333333333333
2015-06-06,0.4226666666666667,0.4023333333333333
2015-06-07,0.44566666666666666,0.38333333333333336
2015-06-08,0.7316666666666667,0.76
2015-06-09,0.813,0.832
2015-06-10,0.8256666666666667,0.8333333333333334
2015-06-11,0.7726666666666666,0.8003333333333333
2015-06-12,0.6403333333333333,0.616
2015-06-13,0.4746666666666667,0.42133333333333334
2015-06-14,0.4766666666666667,0.37533333333333335
2015-06-15,0.7553333333333333,0.7716666666666666
2015-06-16,0.7233333333333334,0.7936666666666666
2015-06-17,0.765,0.8053333333333333
2015-06-18,0.716,0.712
2015-06-19,0.561,0.578
2015-06-20,0.3883333333333333,0.386
2015-06-21,0.38966666666666666,0.33366666666666667
2015-06-22,0.7446666666666667,0.7406666666666667
2015-06-23,0.8336666666666667,0.8323333333333334
2015-06-24,0.7976666666666666,0.7773333333333333
2015-06-25,0.782,0.7876666666666666
2015-06-26,0.643,0.6466666666666666
2015-06-27,0.38766666666666666,0.349
2015-06-28,0.36333333333333334,0.337
2015-06-29,0.716,0.6776666666666666
2015-06-30,0.7663333333333333,0.7853333333333333
2015-07-01,0.7706666666666667,0.7796666666666666
2015-07-02,0.6566666666666666,0.6556666666666666
2015-07-03,0.4076666666666667,0.36333333333333334
2015-07-04,0.4156666666666667,0.39866666666666667
2015-07-05,0.336,0.30366666666666664
2015-07-06,0.6663333333333333,0.689
2015-07-07,0.7713333333333333,0.7736666666666666
2015-07-08,0.801,0.786
2015-07-09,0.7403333333333333,0.7526666666666667
2015-07-10,0.6253333333333333,0.632
2015-07-11,0.356,0.3283333333333333
2015-07-12,0.36533333333333334,0.31366666666666665
2015-07-13,0.6576666666666666,0.6986666666666667
2015-07-14,0.783,0.8153333333333334
2015-07-15,0.7533333333333333,0.8086666666666666
2015-07-16,0.7206666666666667,0.754
2015-07-17,0.6256666666666667,0.6453333333333333
2015-07-18,0.369,0.3626666666666667
2015-07-19,0.339,0.31533333333333335
2015-07-20,0.6723333333333333,0.732
2015-07-21,0.7006666666666667,0.722
2015-07-22,0.735,0.8143333333333334
2015-07-23,0.7113333333333334,0.7416666666666667
2015-07-24,0.5546666666666666,0.6546666666666666
2015-07-25,0.24366666666666667,0.21766666666666667
2015-07-26,0.25666666666666665,0.22733333333333333
2015-07-27,0.651,0.7163333333333334
2015-07-28,0.758,0.8136666666666666
2015-07-29,0.759,0.819
2015-07-30,0.7103333333333334,0.7493333333333333
2015-07-31,0.635,0.6606666666666666
2015-08-01,0.38433333333333336,0.35533333333333333
2015-08-02,0.31766666666666665,0.31
2015-08-03,0.6893333333333334,0.725
2015-08-04,0.761,0.7906666666666666
2015-08-05,0.657,0.7123333333333334
2015-08-06,0.6966666666666667,0.735
2015-08-07,0.6666666666666666,0.7
2015-08-08,0.342,0.3293333333333333
2015-08-09,0.3983333333333333,0.5833333333333334
2015-08-10,0.6303333333333333,0.669
2015-08-11,0.737,0.773
2015-08-12,0.7143333333333334,0.7533333333333333
2015-08-13,0.711,0.765
2015-08-14,0.3416666666666667,0.3456666666666667
2015-08-15,0.27666666666666667,0.2906666666666667
2015-08-16,0.4043333333333333,0.37333333333333335
2015-08-17,0.7153333333333334,0.7243333333333334
2015-08-18,0.7276666666666667,0.775
2015-08-19,0.7283333333333334,0.7876666666666666
2015-08-20,0.611,0.671
2015-08-21,0.599,0.603
2015-08-22,0.372,0.32466666666666666
2015-08-23,0.3576666666666667,0.31433333333333335
2015-08-24,0.6596666666666666,0.6976666666666667
2015-08-25,0.7426666666666667,0.7483333333333333
2015-08-26,0.6986666666666667,0.745
2015-08-27,0.7163333333333334,0.729
2015-08-28,0.43333333333333335,0.451
2015-08-29,0.12166666666666667,0.11133333333333334
2015-08-30,0.224,0.18033333333333335
2015-08-31,0.43666666666666665,0.5043333333333333
2015-09-01,0.4643333333333333,0.49433333333333335
2015-09-02,0.5816666666666667,0.6223333333333333
2015-09-03,0.5106666666666667,0.5423333333333333
2015-09-04,0.475,0.504
2015-09-05,0.2753333333333333,0.25666666666666665
2015-09-06,0.15533333333333332,0.14166666666666666
2015-09-07,0.369,0.29933333333333334
2015-09-08,0.5776666666666667,0.644
2015-09-09,0.69,0.7476666666666667
2015-09-10,0.6536666666666666,0.6896666666666667
2015-09-11,0.621,0.6326666666666667
2015-09-12,0.39266666666666666,0.33766666666666667
2015-09-13,0.216,0.22633333333333333
2015-09-14,0.5383333333333333,0.5563333333333333
2015-09-15,0.5983333333333334,0.6206666666666667
2015-09-16,0.594,0.6496666666666666
2015-09-17,0.38666666666666666,0.431
2015-09-18,0.487,0.513
2015-09-19,0.327,0.2843333333333333
2015-09-20,0.23733333333333334,0.197
2015-09-21,0.608,0.6603333333333333
2015-09-22,0.73,0.787
2015-09-23,0.7566666666666667,0.764
2015-09-24,0.6953333333333334,0.745
2015-09-25,0.438,0.45666666666666667
2015-09-26,0.2996666666666667,0.2896666666666667
2015-09-27,0.29833333333333334,0.22533333333333333
2015-09-28,0.6356666666666667,0.6516666666666666
2015-09-29,0.699,0.7463333333333333
2015-09-30,0.664,0.6876666666666666
2015-10-01,0.674,0.693
2015-10-02,0.49233333333333335,0.5133333333333333
2015-10-03,0.30366666666666664,0.276
2015-10-04,0.36666666666666664,0.2916666666666667
2015-10-05,0.662,0.689
2015-10-06,0.634,0.661
2015-10-07,0.377,0.4093333333333333
2015-10-08,0.5896666666666667,0.6063333333333333
2015-10-09,0.501,0.5386666666666666
2015-10-10,0.10033333333333333,0.07933333333333334
2015-10-11,0.26166666666666666,0.221
2015-10-12,0.5546666666666666,0.5846666666666667
2015-10-13,0.5736666666666667,0.5796666666666667
2015-10-14,0.5893333333333334,0.6126666666666667
2015-10-15,0.6173333333333333,0.6403333333333333
2015-10-16,0.5853333333333334,0.5696666666666667
2015-10-17,0.239,0.20933333333333334
2015-10-18,0.14366666666666666,0.13533333333333333
2015-10-19,0.4876666666666667,0.5193333333333333
2015-10-20,0.6236666666666667,0.6413333333333333
2015-10-21,0.5703333333333334,0.5936666666666667
2015-10-22,0.5886666666666667,0.6133333333333333
2015-10-23,0.499,0.53
2015-10-24,0.21066666666666667,0.18533333333333332
2015-10-25,0.163,0.13766666666666666
2015-10-26,0.38433333333333336,0.404
2015-10-27,0.6086666666666667,0.643
2015-10-28,0.423,0.435
2015-10-29,0.48533333333333334,0.517
2015-10-30,0.333,0.3303333333333333
2015-10-31,0.08666666666666667,0.078
2015-11-01,0.089,0.085
2015-11-02,0.49066666666666664,0.5173333333333333
2015-11-03,0.5353333333333333,0.566
2015-11-04,0.5713333333333334,0.5726666666666667
2015-11-05,0.4816666666666667,0.494
2015-11-06,0.4043333333333333,0.42866666666666664
2015-11-07,0.08666666666666667,0.08833333333333333
2015-11-08,0.121,0.106
2015-11-09,0.3636666666666667,0.4026666666666667
2015-11-10,0.536,0.583
2015-11-11,0.41933333333333334,0.457
2015-11-12,0.4216666666666667,0.43666666666666665
2015-11-13,0.25966666666666666,0.2776666666666667
2015-11-14,0.069,0.066
2015-11-15,0.15433333333333332,0.12333333333333334
2015-11-16,0.387,0.414
2015-11-17,0.29433333333333334,0.3016666666666667
2015-11-18,0.477,0.49866666666666665
2015-11-19,0.47333333333333333,0.5056666666666667
2015-11-20,0.4056666666666667,0.43433333333333335
2015-11-21,0.20566666666666666,0.16733333333333333
2015-11-22,0.175,0.14433333333333334
2015-11-23,0.36533333333333334,0.394
2015-11-24,0.3016666666666667,0.349
2015-11-25,0.324,0.348
2015-11-26,0.08633333333333333,0.091
2015-11-27,0.15366666666666667,0.14033333333333334
2015-11-28,0.14633333333333334,0.11966666666666667
2015-11-29,0.09766666666666667,0.104
2015-11-30,0.37733333333333335,0.399
2015-12-01,0.4196666666666667,0.44633333333333336
2015-12-02,0.4,0.43833333333333335
2015-12-03,0.30333333333333334,0.32466666666666666
2015-12-04,0.371,0.385
2015-12-05,0.07366666666666667,0.06233333333333333
2015-12-06,0.07866666666666666,0.08133333333333333
2015-12-07,0.33766666666666667,0.3426666666666667
2015-12-08,0.285,0.30033333333333334
2015-12-09,0.3616666666666667,0.37833333333333335
2015-12-10,0.2936666666666667,0.32
2015-12-11,0.33066666666666666,0.355
2015-12-12,0.075,0.074
2015-12-13,0.08533333333333333,0.078
2015-12-14,0.41433333333333333,0.426
2015-12-15,0.397,0.413
2015-12-16,0.4026666666666667,0.4093333333333333
2015-12-17,0.27366666666666667,0.279
2015-12-18,0.2806666666666667,0.2886666666666667
2015-12-19,0.14733333333333334,0.122
2015-12-20,0.091,0.07966666666666666
2015-12-21,0.20533333333333334,0.21966666666666668
2015-12-22,0.259,0.286
2015-12-23,0.20066666666666666,0.20566666666666666
2015-12-24,0.102,0.09533333333333334
2015-12-25,0.05,0.038
2015-12-26,0.08333333333333333,0.07933333333333334
2015-12-27,0.03333333333333333,0.034
2015-12-28,0.198,0.204
2015-12-29,0.248,0.25466666666666665
2015-12-30,0.24366666666666667,0.243
2015-12-31,0.17866666666666667,0.17633333333333334
2016-01-01,0.10533333333333333,0.082
2016-01-02,0.132,0.11233333333333333
2016-01-03,0.077,0.071
2016-01-04,0.2866666666666667,0.31366666666666665
2016-01-05,0.32466666666666666,0.368
2016-01-06,0.44666666666666666,0.448
2016-01-07,0.4266666666666667,0.434
2016-01-08,0.3983333333333333,0.3963333333333333
2016-01-09,0.17233333333333334,0.14766666666666667
2016-01-10,0.18733333333333332,0.14366666666666666
2016-01-11,0.35,0.368
2016-01-12,0.32033333333333336,0.339
2016-01-13,0.2853333333333333,0.31666666666666665
2016-01-14,0.43866666666666665,0.43566666666666665
2016-01-15,0.31366666666666665,0.32366666666666666
2016-01-16,0.09666666666666666,0.09466666666666666
2016-01-17,0.062,0.072
2016-01-18,0.288,0.2813333333333333
2016-01-19,0.37666666666666665,0.4096666666666667
2016-01-20,0.411,0.45166666666666666
2016-01-21,0.22466666666666665,0.23133333333333334
2016-01-22,0.3516666666666667,0.36833333333333335
2016-01-23,0.06566666666666666,0.07366666666666667
2016-01-24,0.20166666666666666,0.149
2016-01-25,0.5036666666666667,0.4856666666666667
2016-01-26,0.3473333333333333,0.37533333333333335
2016-01-27,0.38233333333333336,0.401
2016-01-28,0.325,0.37266666666666665
2016-01-29,0.3283333333333333,0.33466666666666667
2016-01-30,0.186,0.15633333333333332
2016-01-31,0.14366666666666666,0.128
2016-02-01,0.44033333333333335,0.4686666666666667
2016-02-02,0.5056666666666667,0.539
2016-02-03,0.36866666666666664,0.39366666666666666
2016-02-04,0.374,0.39966666666666667
2016-02-05,0.34833333333333333,0.352
2016-02-06,0.16033333333333333,0.13433333333333333
2016-02-07,0.17466666666666666,0.162
2016-02-08,0.5156666666666667,0.5376666666666666
2016-02-09,0.5643333333333334,0.5873333333333334
2016-02-10,0.41433333333333333,0.41733333333333333
2016-02-11,0.36033333333333334,0.39066666666666666
2016-02-12,0.30966666666666665,0.3303333333333333
2016-02-13,0.11766666666666667,0.10666666666666667
2016-02-14,0.09566666666666666,0.10633333333333334
2016-02-15,0.15033333333333335,0.17533333333333334
2016-02-16,0.3933333333333333,0.42966666666666664
2016-02-17,0.4043333333333333,0.4096666666666667
2016-02-18,0.37233333333333335,0.4053333333333333
2016-02-19,0.25066666666666665,0.27166666666666667
2016-02-20,0.30966666666666665,0.25433333333333336
2016-02-21,0.115,0.10866666666666666
2016-02-22,0.436,0.487
2016-02-23,0.542,0.5533333333333333
2016-02-24,0.4816666666666667,0.5123333333333333
2016-02-25,0.546,0.5613333333333334
2016-02-26,0.3953333333333333,0.403
2016-02-27,0.22333333333333333,0.19566666666666666
2016-02-28,0.129,0.09233333333333334
2016-02-29,0.4036666666666667,0.43933333333333335
2016-03-01,0.2956666666666667,0.324
2016-03-02,0.4176666666666667,0.42633333333333334
2016-03-03,0.401,0.43066666666666664
2016-03-04,0.365,0.38666666666666666
2016-03-05,0.2946666666666667,0.272
2016-03-06,0.128,0.09933333333333333
2016-03-07,0.322,0.352
2016-03-08,0.4723333333333333,0.49466666666666664
2016-03-09,0.32566666666666666,0.349
2016-03-10,0.32066666666666666,0.36
2016-03-11,0.37133333333333335,0.37066666666666664
2016-03-12,0.12233333333333334,0.10966666666666666
2016-03-13,0.056666666666666664,0.05466666666666667
2016-03-14,0.35133333333333333,0.36433333333333334
2016-03-15,0.417,0.42933333333333334
2016-03-16,0.5053333333333333,0.5326666666666666
2016-03-17,0.5403333333333333,0.5423333333333333
2016-03-18,0.46266666666666667,0.47433333333333333
2016-03-19,0.27166666666666667,0.22633333333333333
2016-03-20,0.09233333333333334,0.088
2016-03-21,0.31566666666666665,0.367
2016-03-22,0.4206666666666667,0.44966666666666666
2016-03-23,0.36,0.4186666666666667
2016-03-24,0.44666666666666666,0.443
2016-03-25,0.4266666666666667,0.4703333333333333
2016-03-26,0.309,0.2926666666666667
2016-03-27,0.07866666666666666,0.07
2016-03-28,0.506,0.531
2016-03-29,0.6413333333333333,0.6673333333333333
2016-03-30,0.7193333333333334,0.7143333333333334
2016-03-31,0.7013333333333334,0.698
2016-04-01,0.6426666666666667,0.6626666666666666
2016-04-02,0.338,0.318
2016-04-03,0.386,0.323
2016-04-04,0.4623333333333333,0.4723333333333333
2016-04-05,0.579,0.6023333333333334
2016-04-06,0.7,0.7066666666666667
2016-04-07,0.7616666666666667,0.766
2016-04-08,0.6403333333333333,0.654
2016-04-09,0.42333333333333334,0.359
2016-04-10,0.2793333333333333,0.255
2016-04-11,0.518,0.557
2016-04-12,0.4103333333333333,0.424
2016-04-13,0.4623333333333333,0.517
2016-04-14,0.5406666666666666,0.5396666666666666
2016-04-15,0.4673333333333333,0.4886666666666667
2016-04-16,0.4056666666666667,0.3546666666666667
2016-04-17,0.39766666666666667,0.3433333333333333
2016-04-18,0.757,0.8023333333333333
2016-04-19,0.8116666666666666,0.814
2016-04-20,0.797,0.7983333333333333
2016-04-21,0.7196666666666667,0.7056666666666667
2016-04-22,0.45566666666666666,0.4503333333333333
2016-04-23,0.31166666666666665,0.24533333333333332
2016-04-24,0.083,0.07133333333333333
2016-04-25,0.503,0.47333333333333333
2016-04-26,0.6643333333333333,0.7083333333333334
2016-04-27,0.633,0.6313333333333333
2016-04-28,0.6163333333333333,0.6736666666666666
2016-04-29,0.4756666666666667,0.5046666666666667
2016-04-30,0.3923333333333333,0.356
2016-05-01,0.441,0.3883333333333333
2016-05-02,0.926,0.9593333333333334
2016-05-03,0.8663333333333333,0.9046666666666666
2016-05-04,0.6743333333333333,0.6886666666666666
2016-05-05,0.8116666666666666,0.841
2016-05-06,0.8016666666666666,0.7706666666666667
2016-05-07,0.512,0.41133333333333333
2016-05-08,0.216,0.17666666666666667
2016-05-09,0.789,0.8283333333333334
2016-05-10,0.927,0.9226666666666666
2016-05-11,0.9056666666666666,0.9256666666666666
2016-05-12,0.8413333333333334,0.8783333333333333
2016-05-13,0.8083333333333333,0.8466666666666667
2016-05-14,0.2833333333333333,0.249
2016-05-15,0.18066666666666667,0.166
2016-05-16,0.597,0.6706666666666666
2016-05-17,0.826,0.8956666666666667
2016-05-18,0.7526666666666667,0.7656666666666667
2016-05-19,0.5296666666666666,0.5566666666666666
2016-05-20,0.8213333333333334,0.749
2016-05-21,0.12166666666666667,0.12533333333333332
2016-05-22,0.332,0.32066666666666666
2016-05-23,0.6583333333333333,0.744
2016-05-24,0.746,0.8043333333333333
2016-05-25,0.7226666666666667,0.7783333333333333
2016-05-26,0.6423333333333333,0.681
2016-05-27,0.467,0.48733333333333334
2016-05-28,0.19366666666666665,0.20133333333333334
2016-05-29,0.14233333333333334,0.15733333333333333
2016-05-30,0.5113333333333333,0.477
2016-05-31,0.8166666666666667,0.8163333333333334
2016-06-01,0.7846666666666666,0.8183333333333334
2016-06-02,0.6436666666666667,0.718
2016-06-03,0.727,0.763
2016-06-04,0.45366666666666666,0.426
2016-06-05,0.37733333333333335,0.33366666666666667
2016-06-06,0.7543333333333333,0.8336666666666667
2016-06-07,0.8093333333333333,0.8863333333333333
2016-06-08,0.745,0.7973333333333333
2016-06-09,0.6283333333333333,0.695
2016-06-10,0.5166666666666667,0.576
2016-06-11,0.30033333333333334,0.253
2016-06-12,0.35933333333333334,0.36533333333333334
2016-06-13,0.548,0.639
2016-06-14,0.5036666666666667,0.5676666666666667
2016-06-15,0.691,0.7716666666666666
2016-06-16,0.6813333333333333,0.7583333333333333
2016-06-17,0.5596666666666666,0.6246666666666667
2016-06-18,0.177,0.19533333333333333
2016-06-19,0.377,0.38066666666666665
2016-06-20,0.6843333333333333,0.765
2016-06-21,0.6966666666666667,0.7783333333333333
2016-06-22,0.7376666666666667,0.837
2016-06-23,0.4076666666666667,0.44966666666666666
2016-06-24,0.3933333333333333,0.47833333333333333
2016-06-25,0.39,0.351
2016-06-26,0.41433333333333333,0.419
2016-06-27,0.709,0.8063333333333333
2016-06-28,0.7323333333333333,0.8493333333333334
2016-06-29,0.7043333333333334,0.7903333333333333
